subject,number,code,title,source_url
PHYS,413,PHYS 413,Advanced Mechanics,https://www.sfu.ca/students/calendar/2025/fall/courses/phys.html
PHYS,415,PHYS 415,Quantum III,https://www.sfu.ca/students/calendar/2025/fall/courses/phys.html
PHYS,416,PHYS 416,Introduction to Quantum Information Science,https://www.sfu.ca/students/calendar/2025/fall/courses/phys.html
PHYS,421,PHYS 421,Electromagnetic Waves,https://www.sfu.ca/students/calendar/2025/fall/courses/phys.html
PHYS,431,PHYS 431,Advanced Physics Laboratory II,https://www.sfu.ca/students/calendar/2025/fall/courses/phys.html
PHYS,432,PHYS 432,Undergraduate Honours Thesis,https://www.sfu.ca/students/calendar/2025/fall/courses/phys.html
PHYS,433,PHYS 433,Biological Physics Laboratory,https://www.sfu.ca/students/calendar/2025/fall/courses/phys.html
PHYS,433W,PHYS 433W,Biophysics Laboratory,https://www.sfu.ca/students/calendar/2025/fall/courses/phys.html
PHYS,435,PHYS 435,Practicum III,https://www.sfu.ca/students/calendar/2025/fall/courses/phys.html
PHYS,436,PHYS 436,Practicum IV,https://www.sfu.ca/students/calendar/2025/fall/courses/phys.html
PHYS,437,PHYS 437,Practicum V,https://www.sfu.ca/students/calendar/2025/fall/courses/phys.html
PHYS,445,PHYS 445,Statistical Physics,https://www.sfu.ca/students/calendar/2025/fall/courses/phys.html
PHYS,455,PHYS 455,Modern Optics,https://www.sfu.ca/students/calendar/2025/fall/courses/phys.html
PHYS,465,PHYS 465,Solid State Physics,https://www.sfu.ca/students/calendar/2025/fall/courses/phys.html
PHYS,484,PHYS 484,Nonlinear Physics,https://www.sfu.ca/students/calendar/2025/fall/courses/phys.html
PHYS,485,PHYS 485,Particle Physics,https://www.sfu.ca/students/calendar/2025/fall/courses/phys.html
PHYS,490,PHYS 490,General Relativity and Gravitation,https://www.sfu.ca/students/calendar/2025/fall/courses/phys.html
PHYS,492,PHYS 492,Special Topics in Physics,https://www.sfu.ca/students/calendar/2025/fall/courses/phys.html
PHYS,493,PHYS 493,Special Topics in Physics,https://www.sfu.ca/students/calendar/2025/fall/courses/phys.html
PHYS,801,PHYS 801,Student Seminar,https://www.sfu.ca/students/calendar/2025/fall/courses/phys.html
PHYS,802,PHYS 802,Introduction to Graduate Studies: Research and Teaching in Physics,https://www.sfu.ca/students/calendar/2025/fall/courses/phys.html
PHYS,810,PHYS 810,Advanced Quantum Mechanics,https://www.sfu.ca/students/calendar/2025/fall/courses/phys.html
PHYS,811,PHYS 811,Topics in Quantum Mechanics,https://www.sfu.ca/students/calendar/2025/fall/courses/phys.html
PHYS,812,PHYS 812,Introduction to Quantum Field Theory,https://www.sfu.ca/students/calendar/2025/fall/courses/phys.html
PHYS,813,PHYS 813,Advanced Mechanics,https://www.sfu.ca/students/calendar/2025/fall/courses/phys.html
PHYS,816,PHYS 816,Quantum Information Science,https://www.sfu.ca/students/calendar/2025/fall/courses/phys.html
PHYS,821,PHYS 821,Advanced Electromagnetism I,https://www.sfu.ca/students/calendar/2025/fall/courses/phys.html
PHYS,822,PHYS 822,Advanced Electromagnetism II,https://www.sfu.ca/students/calendar/2025/fall/courses/phys.html
PHYS,833,PHYS 833,Biological Physics Laboratory,https://www.sfu.ca/students/calendar/2025/summer/courses/phys.html
PHYS,841,PHYS 841,Statistical Mechanics,https://www.sfu.ca/students/calendar/2025/fall/courses/phys.html
PHYS,846,PHYS 846,Nonlinear Physics,https://www.sfu.ca/students/calendar/2025/fall/courses/phys.html
PHYS,847,PHYS 847,Biological and Soft-Matter Physics,https://www.sfu.ca/students/calendar/2025/fall/courses/phys.html
PHYS,849,PHYS 849,Topics in Nanophysics,https://www.sfu.ca/students/calendar/2025/fall/courses/phys.html
PHYS,855,PHYS 855,Modern Optics,https://www.sfu.ca/students/calendar/2025/fall/courses/phys.html
PHYS,861,PHYS 861,Introduction to Solid State Physics,https://www.sfu.ca/students/calendar/2025/fall/courses/phys.html
PHYS,862,PHYS 862,Solid State Physics II,https://www.sfu.ca/students/calendar/2025/fall/courses/phys.html
PHYS,863,PHYS 863,"Surface Science, Thin Films and Interfaces",https://www.sfu.ca/students/calendar/2025/summer/courses/phys.html
PHYS,864,PHYS 864,Structural Analysis of Materials,https://www.sfu.ca/students/calendar/2025/fall/courses/phys.html
PHYS,871,PHYS 871,Introduction to Elementary Particle Physics,https://www.sfu.ca/students/calendar/2025/fall/courses/phys.html
PHYS,881,PHYS 881,Special Topics I,https://www.sfu.ca/students/calendar/2025/fall/courses/phys.html
PHYS,882,PHYS 882,Special Topics II,https://www.sfu.ca/students/calendar/2025/fall/courses/phys.html
PHYS,883,PHYS 883,Special Topics III,https://www.sfu.ca/students/calendar/2025/fall/courses/phys.html
PHYS,884,PHYS 884,Special Topics IV,https://www.sfu.ca/students/calendar/2025/fall/courses/phys.html
PHYS,885,PHYS 885,Special Topics V,https://www.sfu.ca/students/calendar/2025/fall/courses/phys.html
PHYS,886,PHYS 886,Special Topics VI,https://www.sfu.ca/students/calendar/2025/fall/courses/phys.html
PHYS,887,PHYS 887,Special Topics VII,https://www.sfu.ca/students/calendar/2025/fall/courses/phys.html
PHYS,888,PHYS 888,Special Topics VIII,https://www.sfu.ca/students/calendar/2025/fall/courses/phys.html
PHYS,889,PHYS 889,Special Topics IX,https://www.sfu.ca/students/calendar/2025/fall/courses/phys.html
PHYS,890,PHYS 890,General Relativity and Gravitation,https://www.sfu.ca/students/calendar/2025/fall/courses/phys.html
PHYS,891,PHYS 891,Cosmology,https://www.sfu.ca/students/calendar/2025/fall/courses/phys.html
PHYS,898,PHYS 898,MSc Thesis,https://www.sfu.ca/students/calendar/2025/fall/courses/phys.html
PHYS,899,PHYS 899,PhD Thesis,https://www.sfu.ca/students/calendar/2025/fall/courses/phys.html
PLAN,100,PLAN 100,Introduction to Planning,https://www.sfu.ca/students/calendar/2025/fall/courses/plan.html
PLAN,200,PLAN 200,may not take this course for further credit. Breadth-Social Sciences.,https://www.sfu.ca/students/calendar/2025/fall/courses/plan.html
PLAN,300,PLAN 300,Planning Methods and Analysis,https://www.sfu.ca/students/calendar/2025/fall/courses/plan.html
PLAN,302,PLAN 302,Planning Internship I,https://www.sfu.ca/students/calendar/2025/fall/courses/plan.html
PLAN,319,PLAN 319,Environmental and Planning Law,https://www.sfu.ca/students/calendar/2025/fall/courses/plan.html
PLAN,363,PLAN 363,Special Topics in Planning,https://www.sfu.ca/students/calendar/2025/fall/courses/plan.html
PLAN,400,PLAN 400,Policy Analysis for Social and Environmental Change,https://www.sfu.ca/students/calendar/2025/fall/courses/plan.html
PLAN,402,PLAN 402,Planning Internship II,https://www.sfu.ca/students/calendar/2025/fall/courses/plan.html
PLAN,404,PLAN 404,Indigenous Planning and Stewardship,https://www.sfu.ca/students/calendar/2025/fall/courses/plan.html
PLAN,406,PLAN 406,Community Planning and Development,https://www.sfu.ca/students/calendar/2025/fall/courses/plan.html
PLAN,407,PLAN 407,Indigenous Governance and Resource Relationships,https://www.sfu.ca/students/calendar/2025/fall/courses/plan.html
PLAN,408,PLAN 408,Environmental Planning,https://www.sfu.ca/students/calendar/2025/fall/courses/plan.html
PLAN,443,PLAN 443,"Public Engagement, Mediation and Conflict Resolution in Planning",https://www.sfu.ca/students/calendar/2025/fall/courses/plan.html
PLAN,463,PLAN 463,Special Topics in Planning,https://www.sfu.ca/students/calendar/2025/fall/courses/plan.html
PLAN,495,PLAN 495,Professional Planning Capstone,https://www.sfu.ca/students/calendar/2025/fall/courses/plan.html
PLCY,100,PLCY 100,Public Policy in Canada and the World,https://www.sfu.ca/students/calendar/2025/fall/courses/plcy.html
PLCY,200,PLCY 200,Introduction to Public Policy,https://www.sfu.ca/students/calendar/2025/fall/courses/plcy.html
PLCY,300,PLCY 300,Applied Public Policy Analysis,https://www.sfu.ca/students/calendar/2025/fall/courses/plcy.html
PLCY,300W,PLCY 300W,may not take this course for further credit.,https://www.sfu.ca/students/calendar/2026/spring/courses/plcy.html
PLCY,400,PLCY 400,Public Policy Capstone Seminar,https://www.sfu.ca/students/calendar/2025/fall/courses/plcy.html
PLCY,401,PLCY 401,STT-Advanced Topics in Public Policy,https://www.sfu.ca/students/calendar/2025/fall/courses/plcy.html
PLCY,800,PLCY 800,Introduction to Policy Issues and Analysis I,https://www.sfu.ca/students/calendar/2025/fall/courses/plcy.html
PLCY,801,PLCY 801,Economic Foundations of Policy Analysis I,https://www.sfu.ca/students/calendar/2025/fall/courses/plcy.html
PLCY,802,PLCY 802,Economic Foundations of Policy Analysis II,https://www.sfu.ca/students/calendar/2025/fall/courses/plcy.html
PLCY,803,PLCY 803,Political Foundations of Policy Analysis I,https://www.sfu.ca/students/calendar/2025/fall/courses/plcy.html
PLCY,805,PLCY 805,Public Policy Research Techniques and Methods,https://www.sfu.ca/students/calendar/2025/fall/courses/plcy.html
PLCY,806,PLCY 806,Research Techniques and Quantitative Methods,https://www.sfu.ca/students/calendar/2025/fall/courses/plcy.html
PLCY,807,PLCY 807,Introduction to Policy Analysis and Issues II,https://www.sfu.ca/students/calendar/2025/fall/courses/plcy.html
PLCY,809,PLCY 809,Major Research Project,https://www.sfu.ca/students/calendar/2025/fall/courses/plcy.html
PLCY,812,PLCY 812,Selected Topics in Public Policy,https://www.sfu.ca/students/calendar/2025/fall/courses/plcy.html
PLCY,813,PLCY 813,Selected Topics in Public Policy II,https://www.sfu.ca/students/calendar/2025/fall/courses/plcy.html
PLCY,814,PLCY 814,Selected Topics in Public Policy III,https://www.sfu.ca/students/calendar/2025/fall/courses/plcy.html
PLCY,815,PLCY 815,Selected Topics in Public Policy IV,https://www.sfu.ca/students/calendar/2025/fall/courses/plcy.html
PLCY,816,PLCY 816,Selected Topics in Public Policy V,https://www.sfu.ca/students/calendar/2025/fall/courses/plcy.html
PLCY,817,PLCY 817,Research Proposal Development,https://www.sfu.ca/students/calendar/2025/fall/courses/plcy.html
PLCY,818,PLCY 818,Quantitative Methods for Policy Analysts,https://www.sfu.ca/students/calendar/2025/fall/courses/plcy.html
PLCY,821,PLCY 821,Indigenous Policy,https://www.sfu.ca/students/calendar/2025/fall/courses/plcy.html
PLCY,823,PLCY 823,Health Policy,https://www.sfu.ca/students/calendar/2025/fall/courses/plcy.html
PLCY,824,PLCY 824,"Analysis, Formulation, and Evaluation of Social Policy",https://www.sfu.ca/students/calendar/2025/fall/courses/plcy.html
PLCY,825,PLCY 825,MPP Directed Readings I,https://www.sfu.ca/students/calendar/2025/fall/courses/plcy.html
PLCY,826,PLCY 826,Directed Readings II,https://www.sfu.ca/students/calendar/2025/fall/courses/plcy.html
PLCY,828,PLCY 828,Multiple Account Benefit-Cost Analysis,https://www.sfu.ca/students/calendar/2025/summer/courses/plcy.html
PLCY,829,PLCY 829,Environmental Policy,https://www.sfu.ca/students/calendar/2025/fall/courses/plcy.html
PLCY,830,PLCY 830,"Law, Public Policy and Conflict Resolution",https://www.sfu.ca/students/calendar/2025/fall/courses/plcy.html
PLCY,835,PLCY 835,Extended Policy Analysis,https://www.sfu.ca/students/calendar/2025/fall/courses/plcy.html
PLCY,850,PLCY 850,Co-op,https://www.sfu.ca/students/calendar/2025/fall/courses/plcy.html
POL,100,POL 100,Introduction to Politics and Government,https://www.sfu.ca/students/calendar/2025/fall/courses/pol.html
POL,101W,POL 101W,may not take this course for further credit. Breadth-Social Sciences.,https://www.sfu.ca/students/calendar/2025/fall/courses/pol.html
POL,121,POL 121,Political Engagement: From the Streets to the Ballot Box,https://www.sfu.ca/students/calendar/2025/fall/courses/pol.html
POL,131,POL 131,Politics of Prosperity and Inequality,https://www.sfu.ca/students/calendar/2025/fall/courses/pol.html
POL,132,POL 132,"State Formation, Democracy, and Conflict in the Global South",https://www.sfu.ca/students/calendar/2025/fall/courses/pol.html
POL,141,POL 141,International Relations,https://www.sfu.ca/students/calendar/2025/fall/courses/pol.html
POL,150,POL 150,"Science, Policy, and Innovation",https://www.sfu.ca/students/calendar/2025/fall/courses/pol.html
POL,151,POL 151,Justice and Law,https://www.sfu.ca/students/calendar/2025/fall/courses/pol.html
POL,200,POL 200,may not take this course for further credit. Writing.,https://www.sfu.ca/students/calendar/2025/fall/courses/pol.html
POL,200W,POL 200W,Investigating Politics: An Introduction to Political Analysis,https://www.sfu.ca/students/calendar/2025/fall/courses/pol.html
POL,201,POL 201,Introductory Quantitative Methods in Political Science,https://www.sfu.ca/students/calendar/2025/fall/courses/pol.html
POL,210,POL 210,Introduction to Political Philosophy,https://www.sfu.ca/students/calendar/2025/fall/courses/pol.html
POL,221,POL 221,Introduction to Canadian Government,https://www.sfu.ca/students/calendar/2025/fall/courses/pol.html
POL,222,POL 222,Introduction to Canadian Politics,https://www.sfu.ca/students/calendar/2025/fall/courses/pol.html
POL,232,POL 232,US Politics,https://www.sfu.ca/students/calendar/2025/fall/courses/pol.html
POL,241,POL 241,may not take this course for further credit. Breadth-Social Sciences.,https://www.sfu.ca/students/calendar/2025/fall/courses/pol.html
POL,244,POL 244,Canada in the World,https://www.sfu.ca/students/calendar/2025/fall/courses/pol.html
POL,252,POL 252,Local Democracy and Governance,https://www.sfu.ca/students/calendar/2025/fall/courses/pol.html
POL,253,POL 253,will be accepted in lieu of this course. Breadth-Social Sciences.,https://www.sfu.ca/students/calendar/2025/fall/courses/plcy.html
POL,300,POL 300,Selected Topics: Comparative Politics,https://www.sfu.ca/students/calendar/2025/fall/courses/pol.html
POL,304,POL 304,The Politics of South Asia,https://www.sfu.ca/students/calendar/2026/summer/courses/pol.html
POL,310,POL 310,Identity Politics,https://www.sfu.ca/students/calendar/2025/fall/courses/pol.html
POL,311,POL 311,Contemporary Perspectives on Ancient Political Thought,https://www.sfu.ca/students/calendar/2025/fall/courses/pol.html
POL,312,POL 312,Modern and Contemporary Political Thought,https://www.sfu.ca/students/calendar/2025/fall/courses/pol.html
POL,314,POL 314,Theory and Explanation in Political Science,https://www.sfu.ca/students/calendar/2025/fall/courses/pol.html
POL,315,POL 315,Intermediate Quantitative Methods,https://www.sfu.ca/students/calendar/2025/fall/courses/pol.html
POL,316,POL 316,"Sex, Love, and Politics",https://www.sfu.ca/students/calendar/2025/fall/courses/pol.html
POL,317,POL 317,"Migration, Identity, and Citizenship",https://www.sfu.ca/students/calendar/2025/fall/courses/pol.html
POL,318,POL 318,Fake News and Alt-Facts: Navigating Post-Truths Politics,https://www.sfu.ca/students/calendar/2025/fall/courses/pol.html
POL,319,POL 319,with this topic may not take this course for further credit.,https://www.sfu.ca/students/calendar/2025/fall/courses/pol.html
POL,321,POL 321,The Canadian Federal System,https://www.sfu.ca/students/calendar/2025/fall/courses/pol.html
POL,322,POL 322,Canadian Political Parties,https://www.sfu.ca/students/calendar/2025/fall/courses/pol.html
POL,324,POL 324,The Canadian Constitution,https://www.sfu.ca/students/calendar/2025/fall/courses/pol.html
POL,325,POL 325,Language and Politics,https://www.sfu.ca/students/calendar/2025/fall/courses/pol.html
POL,329,POL 329,Selected Topics in Canadian Government and Politics under the title Language and Politics may not take this course for further credit.,https://www.sfu.ca/students/calendar/2025/fall/courses/pol.html
POL,330,POL 330,"Protecting Human Rights: Courts, Constitutions and Legislatures",https://www.sfu.ca/students/calendar/2025/fall/courses/pol.html
POL,332,POL 332,Separatist Movements: Conflict and Accommodation,https://www.sfu.ca/students/calendar/2025/fall/courses/pol.html
POL,339,POL 339,or IS 309 with this topic may not take this course for further credit.,https://www.sfu.ca/students/calendar/2025/fall/courses/is.html
POL,340,POL 340,"Terrorism, Counterterrorism, and the Mass Media",https://www.sfu.ca/students/calendar/2025/fall/courses/pol.html
POL,341,POL 341,Politics Across the Pacific,https://www.sfu.ca/students/calendar/2025/fall/courses/pol.html
POL,342,POL 342,Developing Countries in Global Politics,https://www.sfu.ca/students/calendar/2025/fall/courses/pol.html
POL,344,POL 344,International Law,https://www.sfu.ca/students/calendar/2025/fall/courses/pol.html
POL,346,POL 346,International Organization,https://www.sfu.ca/students/calendar/2025/fall/courses/pol.html
POL,347,POL 347,Canadian Foreign Policy,https://www.sfu.ca/students/calendar/2025/fall/courses/pol.html
POL,348,POL 348,"Theories of War, Peace and Conflict Resolution",https://www.sfu.ca/students/calendar/2025/fall/courses/pol.html
POL,349,POL 349,"under the title ""Terrorism"" may not take this course for further credit.",https://www.sfu.ca/students/calendar/2025/fall/courses/pol.html
POL,350,POL 350,may not take this course for further credit. Students who have taken this topic under GSWS (or WS) 320 may not take this course for further credit.,https://www.sfu.ca/students/calendar/2025/fall/courses/gsws.html
